id,user,uid,version,changeset,timestamp
91907654,42429,42429,1,6779965,2010-12-27T17:21:50Z
91910889,smlyons77,953610,5,41602730,2016-08-22T00:12:35Z
91910890,smlyons77,953610,7,41602730,2016-08-22T00:12:35Z
91910891,smlyons77,953610,5,42258452,2016-09-19T00:00:35Z
91910892,smlyons77,953610,7,15873936,2013-04-26T17:04:22Z
91910893,smlyons77,953610,4,15902526,2013-04-29T01:15:50Z
91910894,smlyons77,953610,6,41602730,2016-08-21T22:48:35Z
91910895,claysmalley,119881,12,15322806,2013-03-10T23:44:14Z
91910899,claysmalley,119881,6,15322806,2013-03-10T23:44:12Z
91910901,smlyons77,953610,10,41314048,2016-08-08T00:49:50Z
91910904,claysmalley,119881,5,15322806,2013-03-10T23:44:12Z
91910909,smlyons77,953610,3,15900721,2013-04-28T21:20:00Z
91910911,iKJames,1717101,16,38176473,2016-03-30T18:30:55Z
91910914,Minh Nguyen,33757,7,19950526,2014-01-12T11:38:04Z
91910916,smlyons77,953610,5,41314048,2016-08-08T00:49:50Z
91910917,smlyons77,953610,5,41314048,2016-08-08T00:49:50Z
91910918,smlyons77,953610,7,18958497,2013-11-17T19:14:31Z
91910921,samely,2512300,4,39075776,2016-05-03T19:00:42Z
91910923,smlyons77,953610,3,15885333,2013-04-27T16:10:59Z
91910924,smlyons77,953610,8,41314048,2016-08-08T00:41:13Z
91910927,claysmalley,119881,7,15322806,2013-03-10T23:44:12Z
91910928,Johnny Mapperseed,1723055,3,43887396,2016-11-23T05:52:30Z
91910931,42429,42429,1,6780305,2010-12-27T17:54:16Z
91910932,claysmalley,119881,7,15322806,2013-03-10T23:44:12Z
91910933,smlyons77,953610,13,41314048,2016-08-08T00:47:30Z
91910934,claysmalley,119881,6,15322806,2013-03-10T23:44:09Z
91910935,Johnny Mapperseed,1723055,3,45172382,2017-01-14T21:26:36Z
91910936,Johnny Mapperseed,1723055,4,43887373,2016-11-23T05:51:09Z
91910937,42429,42429,1,6780305,2010-12-27T17:54:39Z
91927484,smlyons77,953610,2,40807345,2016-07-17T22:49:00Z
91927489,Waterandroid,1703333,2,23260104,2014-06-28T22:10:07Z
91927493,42429,42429,1,6781018,2010-12-27T19:04:28Z
91927494,42429,42429,1,6781018,2010-12-27T19:04:29Z
91927495,smlyons77,953610,2,15526851,2013-03-28T13:06:53Z
91927496,Johnny Mapperseed,1723055,2,43687756,2016-11-16T03:31:09Z
91927497,smlyons77,953610,2,15526851,2013-03-28T13:06:53Z
91927499,42429,42429,1,6781018,2010-12-27T19:04:31Z
91927501,Johnny Mapperseed,1723055,6,45371844,2017-01-22T15:36:27Z
91927502,smlyons77,953610,2,15526851,2013-03-28T13:06:54Z
91929216,42429,42429,1,6781237,2010-12-27T19:25:20Z
91929217,DougPeterson,1469704,2,32791963,2015-07-22T02:11:54Z
91929218,42429,42429,1,6781237,2010-12-27T19:25:23Z
91929219,Johnny Mapperseed,1723055,3,36563993,2016-01-14T05:37:57Z
91929220,BranchLine,1718513,12,44972526,2017-01-07T05:30:52Z
91929222,42429,42429,1,6781237,2010-12-27T19:25:29Z
91929223,42429,42429,1,6781237,2010-12-27T19:25:29Z
91931483,42429,42429,1,6781372,2010-12-27T19:41:45Z
91931487,42429,42429,1,6781372,2010-12-27T19:41:47Z
91931488,maxerickson,360392,4,24428389,2014-07-29T18:45:48Z
91931494,Johnny Mapperseed,1723055,5,31705915,2015-06-04T00:46:31Z
91932454,Johnny Mapperseed,1723055,14,44851289,2017-01-02T17:55:13Z
91933523,42429,42429,1,6781571,2010-12-27T20:01:14Z
91935203,42429,42429,1,6781734,2010-12-27T20:17:12Z
91935206,42429,42429,1,6781734,2010-12-27T20:17:12Z
91935211,Johnny Mapperseed,1723055,3,43586836,2016-11-12T18:00:39Z
91935215,Little Brother,1694420,5,40303384,2016-06-26T15:48:25Z
91946276,Johnny Mapperseed,1723055,4,31705243,2015-06-03T23:16:38Z
91946290,42429,42429,2,6783700,2010-12-27T23:56:16Z
91946330,42429,42429,1,6782241,2010-12-27T21:05:56Z
91946399,Little Brother,1694420,3,40303384,2016-06-26T15:48:25Z
91946424,Little Brother,1694420,4,40303384,2016-06-26T15:48:26Z
91946471,Johnny Mapperseed,1723055,2,32501058,2015-07-08T17:32:28Z
91946501,Johnny Mapperseed,1723055,2,43586909,2016-11-12T18:05:43Z
91978285,42429,42429,1,6783700,2010-12-27T23:56:04Z
91978293,42429,42429,1,6783700,2010-12-27T23:56:05Z
91978294,42429,42429,1,6783700,2010-12-27T23:56:05Z
91978296,alexrudd,5611,2,12477205,2012-07-24T21:43:58Z
91978299,42429,42429,1,6783700,2010-12-27T23:56:06Z
91978301,42429,42429,1,6783700,2010-12-27T23:56:06Z
91978304,42429,42429,2,6783734,2010-12-28T00:02:08Z
91978306,smlyons77,953610,2,14739969,2013-01-22T00:23:38Z
91978308,42429,42429,1,6783700,2010-12-27T23:56:07Z
91978310,42429,42429,1,6783700,2010-12-27T23:56:07Z
91978312,42429,42429,1,6783700,2010-12-27T23:56:07Z
91978313,42429,42429,1,6783700,2010-12-27T23:56:07Z
91978315,42429,42429,1,6783700,2010-12-27T23:56:08Z
91978316,42429,42429,1,6783700,2010-12-27T23:56:08Z
91978317,42429,42429,1,6783700,2010-12-27T23:56:08Z
91978320,42429,42429,1,6783700,2010-12-27T23:56:08Z
91978322,42429,42429,1,6783700,2010-12-27T23:56:08Z
91978325,42429,42429,1,6783700,2010-12-27T23:56:08Z
91978327,42429,42429,1,6783700,2010-12-27T23:56:09Z
91978330,xybot,70696,2,6791639,2010-12-28T19:53:33Z
91978333,Johnny Mapperseed,1723055,3,40108068,2016-06-18T02:06:22Z
91978335,42429,42429,2,7110881,2011-01-28T08:52:59Z
91978337,42429,42429,1,6783700,2010-12-27T23:56:10Z
91978341,42429,42429,1,6783700,2010-12-27T23:56:11Z
91978344,Johnny Mapperseed,1723055,2,31780138,2015-06-07T01:43:46Z
91978349,smlyons77,953610,2,13717103,2012-11-02T00:29:46Z
91978351,42429,42429,1,6783700,2010-12-27T23:56:12Z
91978353,42429,42429,1,6783700,2010-12-27T23:56:12Z
91978355,42429,42429,1,6783700,2010-12-27T23:56:13Z
91979206,42429,42429,1,6783734,2010-12-28T00:02:09Z
92006139,jonesydesign,1802220,4,41965924,2016-09-06T20:15:11Z
94482817,cl94,364790,1,6932924,2011-01-11T01:10:19Z
94482818,NE3,473471,2,8775085,2011-07-20T06:28:07Z
94482819,cl94,364790,1,6932924,2011-01-11T01:10:20Z
94482822,NE2,207745,8,12937186,2012-08-31T22:43:20Z
94482824,NE2,207745,7,12913438,2012-08-30T05:58:50Z
94482830,NE2,207745,7,12913438,2012-08-30T05:59:46Z
94482834,NE3,473471,2,8775085,2011-07-20T06:28:10Z
94482835,NE2,207745,7,12913438,2012-08-30T05:59:50Z
96837185,42429,42429,4,43538481,2016-11-10T15:58:00Z
96837186,42429,42429,3,43545133,2016-11-10T20:34:32Z
96837187,42429,42429,2,43538481,2016-11-10T15:57:56Z
96837188,42429,42429,2,43545133,2016-11-10T20:34:35Z
96837189,42429,42429,2,43538481,2016-11-10T15:57:56Z
96837190,42429,42429,3,43545133,2016-11-10T20:34:32Z
96837230,42429,42429,1,7095453,2011-01-26T17:15:16Z
96837231,smlyons77,953610,9,16167359,2013-05-17T13:42:19Z
96837235,smlyons77,953610,12,40430320,2016-07-02T02:38:49Z
96837236,42429,42429,1,7095453,2011-01-26T17:15:19Z
96837237,NE2,207745,5,12424738,2012-07-22T03:11:21Z
96837238,42429,42429,1,7095453,2011-01-26T17:15:19Z
96837239,42429,42429,2,43538481,2016-11-10T15:57:56Z
96837240,Johnny Mapperseed,1723055,2,38716893,2016-04-20T04:20:57Z
96837241,NE2,207745,5,12424738,2012-07-22T03:11:17Z
96837242,42429,42429,5,43538481,2016-11-10T15:57:52Z
96837243,42429,42429,2,43538481,2016-11-10T15:57:56Z
96837244,gregcrago,2063187,2,30563815,2015-04-27T23:35:58Z
96838200,42429,42429,7,43545133,2016-11-10T20:34:26Z
96838202,42429,42429,5,43538481,2016-11-10T15:58:03Z
96838787,42429,42429,1,7095699,2011-01-26T17:39:48Z
96838788,42429,42429,9,43538481,2016-11-10T15:57:57Z
96838789,Johnny Mapperseed,1723055,3,45354238,2017-01-21T17:11:53Z
96838790,42429,42429,8,43538481,2016-11-10T15:57:57Z
96838791,42429,42429,3,43545133,2016-11-10T20:34:35Z
96840382,Minh Nguyen,33757,18,19950526,2014-01-12T12:28:03Z
96840389,ediyes,1240849,10,24205759,2014-07-17T17:37:58Z
96847460,42429,42429,1,7096415,2011-01-26T18:48:37Z
96847461,42429,42429,2,43538481,2016-11-10T15:57:57Z
96847462,BranchLine,1718513,3,21245440,2014-03-22T14:59:59Z
96847464,42429,42429,1,7096415,2011-01-26T18:48:38Z
96847466,BranchLine,1718513,4,20817698,2014-02-27T21:41:55Z
96857339,42429,42429,1,7097533,2011-01-26T20:23:58Z
96857340,42429,42429,1,7097533,2011-01-26T20:23:58Z
96857341,Johnny Mapperseed,1723055,2,43587404,2016-11-12T18:34:24Z
96857342,BranchLine,1718513,3,39594098,2016-05-27T02:33:09Z
96857344,42429,42429,1,7097533,2011-01-26T20:23:59Z
96857345,42429,42429,1,7097533,2011-01-26T20:24:00Z
96857346,ediyes,1240849,2,31474499,2015-05-26T14:35:20Z
96857348,alexrudd,5611,2,12640963,2012-08-07T04:06:17Z
96857349,42429,42429,1,7097533,2011-01-26T20:24:01Z
96857350,42429,42429,1,7097533,2011-01-26T20:24:02Z
96857351,42429,42429,1,7097533,2011-01-26T20:24:02Z
96857352,42429,42429,1,7097533,2011-01-26T20:24:02Z
96857353,Johnny Mapperseed,1723055,7,43587404,2016-11-12T18:34:24Z
96861853,42429,42429,3,43538481,2016-11-10T15:57:59Z
96861856,42429,42429,3,43538481,2016-11-10T15:57:57Z
96861858,42429,42429,4,43538481,2016-11-10T15:58:03Z
96861862,42429,42429,3,43538481,2016-11-10T15:57:59Z
96993852,Johnny Mapperseed,1723055,8,43656295,2016-11-14T22:52:50Z
96993857,42429,42429,1,7107264,2011-01-27T20:16:52Z
96993861,42429,42429,1,7107264,2011-01-27T20:16:52Z
96993863,42429,42429,4,43538481,2016-11-10T15:57:57Z
96993867,42429,42429,3,43538481,2016-11-10T15:57:58Z
96993868,42429,42429,1,7107264,2011-01-27T20:16:53Z
96993870,42429,42429,2,43538481,2016-11-10T15:57:58Z
96993872,Wylde2228,5184171,3,45451230,2017-01-24T21:40:58Z
96993874,Johnny Mapperseed,1723055,3,35538479,2015-11-23T20:42:15Z
96993876,42429,42429,2,43538481,2016-11-10T15:58:01Z
96993883,BranchLine,1718513,4,31644851,2015-06-01T18:57:46Z
96993885,42429,42429,1,7107264,2011-01-27T20:16:55Z
96993886,42429,42429,1,7107264,2011-01-27T20:16:55Z
96993888,BranchLine,1718513,4,31644851,2015-06-01T18:57:46Z
96993889,42429,42429,4,43538481,2016-11-10T15:57:58Z
96999682,42429,42429,2,43538481,2016-11-10T15:58:04Z
96999686,NE2,207745,5,12424738,2012-07-22T03:11:10Z
96999694,smlyons77,953610,8,16167359,2013-05-17T13:48:00Z
96999699,42429,42429,2,43538481,2016-11-10T15:57:58Z
96999708,NE2,207745,5,12424738,2012-07-22T03:11:22Z
97008857,42429,42429,2,33411025,2015-08-18T09:53:40Z
97008858,42429,42429,2,43545133,2016-11-10T20:34:32Z
97013855,Johnny Mapperseed,1723055,2,36473587,2016-01-10T00:38:34Z
97013858,nsommers,5372696,5,46368412,2017-02-24T13:56:08Z
97013863,Johnny Mapperseed,1723055,2,29812526,2015-03-28T19:17:44Z
97013865,42429,42429,1,7108198,2011-01-27T21:56:46Z
97013869,nsommers,5372696,7,46840589,2017-03-14T13:06:42Z
97013870,nsommers,5372696,4,46721046,2017-03-09T20:21:35Z
97013871,nsommers,5372696,2,46690627,2017-03-08T19:59:30Z
97013872,Johnny Mapperseed,1723055,2,36473587,2016-01-10T00:38:34Z
97013873,nsommers,5372696,7,46721046,2017-03-09T20:21:36Z
97013874,Johnny Mapperseed,1723055,2,36473587,2016-01-10T00:38:34Z
97013875,Johnny Mapperseed,1723055,2,36473587,2016-01-10T00:38:34Z
97021792,Walleye2013,3208194,8,44287990,2016-12-09T18:11:15Z
97021793,nsommers,5372696,3,46558942,2017-03-03T21:02:01Z
97021794,Walleye2013,3208194,7,44287990,2016-12-09T18:11:15Z
97021795,42429,42429,1,7108588,2011-01-27T22:50:08Z
97021796,Minh Nguyen,33757,5,20010791,2014-01-15T10:26:25Z
97021797,Walleye2013,3208194,6,44371007,2016-12-13T13:00:05Z
97021798,nsommers,5372696,4,46840618,2017-03-14T13:07:38Z
97021799,Walleye2013,3208194,7,44287990,2016-12-09T18:11:14Z
97021800,Minh Nguyen,33757,5,20010791,2014-01-15T10:26:25Z
97021801,nsommers,5372696,6,47744652,2017-04-13T14:26:39Z
97070080,iKJames,1717101,2,21334003,2014-03-26T22:03:23Z
97070084,Johnny Mapperseed,1723055,8,37698337,2016-03-09T00:14:39Z
97070085,42429,42429,1,7110881,2011-01-28T08:52:56Z
97070087,iKJames,1717101,2,21334003,2014-03-26T22:03:23Z
97070088,42429,42429,1,7110881,2011-01-28T08:52:56Z
97070092,Johnny Mapperseed,1723055,8,37698337,2016-03-09T00:14:38Z
97070093,42429,42429,1,7110881,2011-01-28T08:52:57Z
97070094,Johnny Mapperseed,1723055,2,43454722,2016-11-07T00:33:04Z
97070098,42429,42429,1,7110881,2011-01-28T08:52:57Z
97070100,42429,42429,1,7110881,2011-01-28T08:52:58Z
97070101,42429,42429,1,7110881,2011-01-28T08:52:58Z
97070102,42429,42429,1,7110881,2011-01-28T08:52:58Z
97070104,42429,42429,1,7110881,2011-01-28T08:52:58Z
97070110,ADSLLC,440010,5,7928923,2011-04-21T20:12:00Z
97070112,Johnny Mapperseed,1723055,2,43454722,2016-11-07T00:33:04Z
97158705,42429,42429,2,43538481,2016-11-10T15:57:52Z
97158706,42429,42429,2,43538481,2016-11-10T15:57:58Z
98867408,BranchLine,1718513,3,21502454,2014-04-04T19:51:40Z
98867415,iKJames,1717101,6,21238025,2014-03-22T04:07:28Z
98867417,a_white,583595,2,14008633,2012-11-24T06:10:22Z
98867450,NE2,207745,1,7235715,2011-02-09T12:44:51Z
98867451,BranchLine,1718513,3,21502454,2014-04-04T19:51:40Z
98867474,iKJames,1717101,5,20077577,2014-01-19T01:11:45Z
98867487,iKJames,1717101,5,21238025,2014-03-22T04:07:28Z
98867490,BranchLine,1718513,4,21502454,2014-04-04T19:51:40Z
98867491,iKJames,1717101,6,21238013,2014-03-22T04:05:07Z
100767818,NE2,207745,5,9954676,2011-11-26T12:46:19Z
100767823,smlyons77,953610,4,20024630,2014-01-15T23:17:47Z
100767838,NE2,207745,5,9954676,2011-11-26T12:45:45Z
100767840,smlyons77,953610,2,13860719,2012-11-13T16:09:03Z
100767845,NE2,207745,5,9954676,2011-11-26T12:45:25Z
100767851,ipodolsk,16319,1,7350625,2011-02-21T06:55:13Z
100767868,smlyons77,953610,9,13860719,2012-11-13T16:07:20Z
101079927,NE2,207745,5,9954676,2011-11-26T12:45:49Z
101079928,claysmalley,119881,8,15322806,2013-03-10T23:44:16Z
101079930,NE2,207745,5,12424738,2012-07-22T03:11:11Z
101079931,NE2,207745,5,12424738,2012-07-22T03:11:06Z
101079933,YalCat,1100566,9,24824373,2014-08-18T06:52:21Z
101079934,NE2,207745,5,12424738,2012-07-22T03:11:17Z
101079937,NE2,207745,5,12424738,2012-07-22T03:11:27Z
101079938,NE2,207745,5,12424738,2012-07-22T03:11:10Z
101079939,NE2,207745,5,9954676,2011-11-26T12:45:30Z
101079940,NE2,207745,5,12424738,2012-07-22T03:11:20Z
101079942,NE2,207745,5,12424738,2012-07-22T03:11:11Z
101079944,NE2,207745,5,12424738,2012-07-22T03:11:12Z
101079945,jsjgruber,403569,10,43523827,2016-11-10T02:41:09Z
101079947,NE2,207745,5,9954676,2011-11-26T12:46:04Z
101079949,smlyons77,953610,7,13860719,2012-11-13T16:07:20Z
101079950,smlyons77,953610,11,40430320,2016-07-02T02:40:28Z
101079951,claysmalley,119881,7,15322806,2013-03-10T23:46:05Z
101079953,claysmalley,119881,8,15322806,2013-03-10T23:46:05Z
101079954,claysmalley,119881,7,15322806,2013-03-10T23:44:16Z
101079956,NE2,207745,5,9954676,2011-11-26T12:45:53Z
101079957,claysmalley,119881,7,15322806,2013-03-10T23:44:15Z
101079958,gregcrago,2063187,6,30670794,2015-04-30T19:47:27Z
101079960,claysmalley,119881,8,15322806,2013-03-10T23:44:15Z
101079961,claysmalley,119881,7,15322806,2013-03-10T23:44:19Z
101079962,NE2,207745,5,12424738,2012-07-22T03:11:16Z
101079963,claysmalley,119881,8,15322806,2013-03-10T23:44:17Z
101079965,NE2,207745,5,9954676,2011-11-26T12:45:35Z
101079966,claysmalley,119881,8,15322806,2013-03-10T23:44:16Z
101079968,claysmalley,119881,8,15322806,2013-03-10T23:46:06Z
101079969,claysmalley,119881,8,15322806,2013-03-10T23:44:18Z
101079970,NE2,207745,5,12424738,2012-07-22T03:11:11Z
101079973,NE2,207745,5,12424738,2012-07-22T03:11:23Z
101079974,claysmalley,119881,7,15322806,2013-03-10T23:44:17Z
101079976,NE2,207745,6,12424738,2012-07-22T03:11:09Z
101079978,jsjgruber,403569,7,47163283,2017-03-25T21:36:05Z
101079979,NE2,207745,5,9954676,2011-11-26T12:45:26Z
102012998,42429,42429,6,43545133,2016-11-10T20:34:33Z
109317265,smlyons77,953610,4,17692189,2013-09-05T19:08:29Z
109317266,ADSLLC,440010,3,7915649,2011-04-20T12:14:41Z
109317267,smlyons77,953610,4,40981192,2016-07-24T00:32:09Z
109317268,maxerickson,360392,2,17949310,2013-09-21T01:36:47Z
109317269,maxerickson,360392,3,17949310,2013-09-21T01:36:47Z
109317270,maxerickson,360392,3,17949310,2013-09-21T01:36:43Z
109317272,smlyons77,953610,4,40981192,2016-07-24T00:26:18Z
109317273,smlyons77,953610,4,15921410,2013-04-30T14:50:06Z
109317275,smlyons77,953610,7,39592511,2016-05-26T22:50:25Z
109317277,smlyons77,953610,2,17692189,2013-09-05T18:48:37Z
109317278,maxerickson,360392,3,17949310,2013-09-21T01:36:47Z
109317281,maxerickson,360392,5,17949310,2013-09-21T01:36:47Z
109317285,maxerickson,360392,3,17949310,2013-09-21T01:36:42Z
109317288,ADSLLC,440010,2,7915649,2011-04-20T12:14:40Z
109317289,smlyons77,953610,7,39592511,2016-05-26T22:50:25Z
109317291,smlyons77,953610,4,17692189,2013-09-05T18:48:37Z
109317292,smlyons77,953610,5,17692189,2013-09-05T18:48:37Z
109317296,ADSLLC,440010,2,7915649,2011-04-20T12:14:40Z
109329887,maxerickson,360392,2,19006586,2013-11-20T05:28:17Z
109329899,ADSLLC,440010,3,19441693,2013-12-13T23:18:21Z
109329907,ADSLLC,440010,2,7946930,2011-04-23T19:59:46Z
109329908,ADSLLC,440010,1,7911734,2011-04-19T22:36:37Z
109329915,ADSLLC,440010,1,7911734,2011-04-19T22:36:38Z
109329922,ADSLLC,440010,1,7911734,2011-04-19T22:36:38Z
109333149,Tom Layo,280679,3,13819747,2012-11-10T11:58:16Z
109333151,Johnny Mapperseed,1723055,2,35623349,2015-11-28T06:34:03Z
109333153,Johnny Mapperseed,1723055,3,35623291,2015-11-28T06:26:30Z
109333159,ADSLLC,440010,2,10910853,2012-03-08T16:30:28Z
109384607,ADSLLC,440010,1,7915873,2011-04-20T12:41:47Z
109384608,ADSLLC,440010,1,7915873,2011-04-20T12:41:47Z
109384609,ADSLLC,440010,1,7915873,2011-04-20T12:41:48Z
109384610,ADSLLC,440010,1,7915873,2011-04-20T12:41:48Z
109384611,ADSLLC,440010,1,7915873,2011-04-20T12:41:48Z
109384612,ADSLLC,440010,1,7915873,2011-04-20T12:41:48Z
109384613,ADSLLC,440010,1,7915873,2011-04-20T12:41:48Z
109384614,ADSLLC,440010,1,7915873,2011-04-20T12:41:48Z
109384615,ADSLLC,440010,1,7915873,2011-04-20T12:41:48Z
109384616,ADSLLC,440010,1,7915873,2011-04-20T12:41:48Z
109384617,ADSLLC,440010,1,7915873,2011-04-20T12:41:49Z
109384618,ADSLLC,440010,1,7915873,2011-04-20T12:41:49Z
109384619,smlyons77,953610,2,15921410,2013-04-30T14:50:06Z
109384620,ADSLLC,440010,1,7915873,2011-04-20T12:41:49Z
109384621,ADSLLC,440010,1,7915873,2011-04-20T12:41:49Z
109409665,ADSLLC,440010,1,7917422,2011-04-20T15:54:21Z
109409671,ADSLLC,440010,1,7917422,2011-04-20T15:54:21Z
109409673,ADSLLC,440010,1,7917422,2011-04-20T15:54:21Z
109409676,ADSLLC,440010,1,7917422,2011-04-20T15:54:21Z
109409680,ADSLLC,440010,1,7917422,2011-04-20T15:54:22Z
109409684,ADSLLC,440010,1,7917422,2011-04-20T15:54:22Z
109409689,ADSLLC,440010,1,7917422,2011-04-20T15:54:22Z
109409693,ADSLLC,440010,1,7917422,2011-04-20T15:54:22Z
109570260,ADSLLC,440010,1,7925299,2011-04-21T12:50:37Z
109570267,ADSLLC,440010,1,7925299,2011-04-21T12:50:38Z
109570272,ADSLLC,440010,1,7925299,2011-04-21T12:50:38Z
109573844,ADSLLC,440010,3,7948643,2011-04-24T00:19:37Z
109573845,ADSLLC,440010,1,7925577,2011-04-21T13:32:42Z
109573846,ADSLLC,440010,1,7925577,2011-04-21T13:32:42Z
109573847,ADSLLC,440010,1,7925577,2011-04-21T13:32:42Z
109573848,ADSLLC,440010,2,7948643,2011-04-24T00:19:39Z
109573849,ADSLLC,440010,2,7948643,2011-04-24T00:19:37Z
109573850,ADSLLC,440010,2,7928923,2011-04-21T20:12:01Z
109573851,ADSLLC,440010,3,7948643,2011-04-24T00:19:35Z
109573852,ADSLLC,440010,2,21412493,2014-03-31T04:15:52Z
109573853,ADSLLC,440010,3,7948708,2011-04-24T00:53:04Z
109573854,ADSLLC,440010,1,7925577,2011-04-21T13:32:42Z
109573855,ADSLLC,440010,2,7928923,2011-04-21T20:12:02Z
109573856,ADSLLC,440010,1,7925577,2011-04-21T13:32:43Z
109573857,ADSLLC,440010,1,7925577,2011-04-21T13:32:43Z
109573858,ADSLLC,440010,1,7925577,2011-04-21T13:32:43Z
109573859,ADSLLC,440010,2,7948643,2011-04-24T00:19:38Z
109573860,ADSLLC,440010,2,7928923,2011-04-21T20:12:01Z
109573861,ADSLLC,440010,1,7925577,2011-04-21T13:32:43Z
109610980,ADSLLC,440010,1,7928295,2011-04-21T19:09:08Z
109610981,ADSLLC,440010,1,7928295,2011-04-21T19:09:08Z
109610984,ADSLLC,440010,1,7928295,2011-04-21T19:09:09Z
109610986,ADSLLC,440010,1,7928295,2011-04-21T19:09:09Z
109610987,ADSLLC,440010,1,7928295,2011-04-21T19:09:09Z
109610989,ADSLLC,440010,1,7928295,2011-04-21T19:09:09Z
109610991,markscalf,2772907,5,48013487,2017-04-21T19:27:30Z
109610994,ADSLLC,440010,1,7928295,2011-04-21T19:09:10Z
109610995,ADSLLC,440010,1,7928295,2011-04-21T19:09:10Z
109610996,smlyons77,953610,2,39592511,2016-05-26T23:40:18Z
109610998,ADSLLC,440010,1,7928295,2011-04-21T19:09:10Z
109610999,user_5359,5359,2,42154913,2016-09-14T17:27:04Z
109611001,Johnny Mapperseed,1723055,2,36473460,2016-01-10T00:22:18Z
109611002,ADSLLC,440010,1,7928295,2011-04-21T19:09:10Z
109611005,ADSLLC,440010,1,7928295,2011-04-21T19:09:11Z
109611006,smlyons77,953610,2,14663638,2013-01-15T18:20:01Z
109611010,ADSLLC,440010,1,7928295,2011-04-21T19:09:11Z
109611012,ADSLLC,440010,1,7928295,2011-04-21T19:09:11Z
109611014,ADSLLC,440010,1,7928295,2011-04-21T19:09:12Z
109611015,smlyons77,953610,2,14629315,2013-01-13T01:24:23Z
109611018,ADSLLC,440010,1,7928295,2011-04-21T19:09:12Z
109611019,ADSLLC,440010,1,7928295,2011-04-21T19:09:12Z
109611021,ADSLLC,440010,1,7928295,2011-04-21T19:09:12Z
109611023,ADSLLC,440010,1,7928295,2011-04-21T19:09:13Z
109611025,ADSLLC,440010,1,7928295,2011-04-21T19:09:13Z
109611027,ADSLLC,440010,1,7928295,2011-04-21T19:09:13Z
109611029,ADSLLC,440010,1,7928295,2011-04-21T19:09:13Z
109611031,maxerickson,360392,3,17949310,2013-09-21T01:36:49Z
109611036,claysmalley,119881,6,15322806,2013-03-10T23:43:39Z
109611040,Johnny Mapperseed,1723055,2,36473472,2016-01-10T00:23:57Z
109611044,ADSLLC,440010,1,7928295,2011-04-21T19:09:15Z
109611045,ADSLLC,440010,1,7928295,2011-04-21T19:09:15Z
109611047,ADSLLC,440010,1,7928295,2011-04-21T19:09:15Z
109611048,ADSLLC,440010,1,7928295,2011-04-21T19:09:15Z
109611051,ADSLLC,440010,1,7928295,2011-04-21T19:09:15Z
109611053,ADSLLC,440010,1,7928295,2011-04-21T19:09:15Z
109611055,ADSLLC,440010,1,7928295,2011-04-21T19:09:15Z
109611057,ADSLLC,440010,1,7928295,2011-04-21T19:09:16Z
109611059,ADSLLC,440010,1,7928295,2011-04-21T19:09:16Z
109612410,Johnny Mapperseed,1723055,5,36504886,2016-01-11T14:35:41Z
109612411,Johnny Mapperseed,1723055,5,36504886,2016-01-11T14:35:42Z
109612412,Johnny Mapperseed,1723055,4,36504853,2016-01-11T14:34:29Z
109612413,jsjgruber,403569,3,13242138,2012-09-25T06:39:16Z
109612415,Johnny Mapperseed,1723055,4,36504993,2016-01-11T14:40:13Z
109614510,Johnny Mapperseed,1723055,7,44990527,2017-01-07T22:58:17Z
109614512,Johnny Mapperseed,1723055,8,44990527,2017-01-07T22:58:17Z
109628989,ADSLLC,440010,2,7948643,2011-04-24T00:19:39Z
109628990,ADSLLC,440010,2,7946930,2011-04-23T19:59:46Z
109628993,ADSLLC,440010,4,19441693,2013-12-13T23:18:20Z
109629001,ADSLLC,440010,3,7948708,2011-04-24T00:53:05Z
109634012,smlyons77,953610,2,15444792,2013-03-21T16:27:25Z
109634015,ADSLLC,440010,1,7929022,2011-04-21T20:24:10Z
109634019,ADSLLC,440010,1,7929022,2011-04-21T20:24:10Z
109634025,Johnny Mapperseed,1723055,3,40052675,2016-06-16T05:23:40Z
109915716,ADSLLC,440010,1,7946930,2011-04-23T19:59:30Z
109915717,ADSLLC,440010,1,7946930,2011-04-23T19:59:30Z
109915718,ADSLLC,440010,1,7946930,2011-04-23T19:59:31Z
109915720,ADSLLC,440010,1,7946930,2011-04-23T19:59:31Z
109915723,ADSLLC,440010,1,7946930,2011-04-23T19:59:32Z
109915724,ADSLLC,440010,1,7946930,2011-04-23T19:59:32Z
109915727,ADSLLC,440010,1,7946930,2011-04-23T19:59:32Z
109915728,ADSLLC,440010,1,7946930,2011-04-23T19:59:32Z
109915731,ADSLLC,440010,1,7946930,2011-04-23T19:59:33Z
109915732,ADSLLC,440010,1,7946930,2011-04-23T19:59:33Z
109915734,ADSLLC,440010,1,7946930,2011-04-23T19:59:33Z
109915739,ADSLLC,440010,1,7946930,2011-04-23T19:59:33Z
109915740,ADSLLC,440010,1,7946930,2011-04-23T19:59:33Z
109915741,ADSLLC,440010,1,7946930,2011-04-23T19:59:33Z
109915745,ADSLLC,440010,1,7946930,2011-04-23T19:59:34Z
109915746,ADSLLC,440010,1,7946930,2011-04-23T19:59:34Z
109915747,ADSLLC,440010,2,19441693,2013-12-13T23:18:21Z
109915748,ADSLLC,440010,1,7946930,2011-04-23T19:59:34Z
109915749,ADSLLC,440010,1,7946930,2011-04-23T19:59:34Z
109915750,ADSLLC,440010,1,7946930,2011-04-23T19:59:34Z
